Generating an artificial network
Generating 10 inlets
Starting the simulation with a timestep of 0.001s for 12 times with 4 jobs.
         1055133 function calls (1031970 primitive calls) in 68.918 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.049    0.012 process.py:101(start)
        4    0.000    0.000    0.000    0.000 process.py:180(name)
        4    0.000    0.000    0.000    0.000 process.py:208(authkey)
        4    0.000    0.000    0.000    0.000 process.py:225(ident)
        4    0.000    0.000    0.000    0.000 process.py:250(__repr__)
        4    0.000    0.000    0.000    0.000 process.py:326(__reduce__)
        4    0.000    0.000    0.000    0.000 six.py:67(_add_doc)
        4    0.000    0.000    0.000    0.000 legend_handler.py:183(__init__)
        4    0.000    0.000    0.000    0.000 backend_bases.py:94(register_backend)
        4    0.000    0.000    0.000    0.000 scale.py:597(<listcomp>)
        4    0.000    0.000    0.000    0.000 decorators.py:341(random_state)
        4    0.000    0.000    0.000    0.000 iterative.py:122(combine)
        4    0.000    0.000    0.000    0.000 iterative.py:121(set_docstring)
        4    0.000    0.000    0.001    0.000 process.py:17(__init__)
        4    0.000    0.000    0.048    0.012 process.py:31(_Popen)
        4    0.000    0.000    0.000    0.000 cloudpickle.py:191(islambda)
        4    0.000    0.000    0.000    0.000 cloudpickle.py:257(_walk_global_ops)
        4    0.000    0.000    0.000    0.000 cloudpickle.py:303(save_module)
        4    0.000    0.000    0.001    0.000 cloudpickle.py:316(save_codeobject)
        4    0.000    0.000    0.000    0.000 cloudpickle.py:435(_save_subimports)
        4    0.000    0.000    0.004    0.001 cloudpickle.py:525(save_function_tuple)
        4    0.000    0.000    0.001    0.000 cloudpickle.py:588(extract_code_globals)
        4    0.000    0.000    0.001    0.000 cloudpickle.py:613(extract_func_data)
        4    0.000    0.000    0.005    0.001 cloudpickle.py:697(save_instancemethod)
        4    0.000    0.000    0.000    0.000 cloudpickle.py:884(is_tornado_coroutine)
        4    0.000    0.000    0.000    0.000 cloudpickle.py:1147(_is_dynamic)
        4    0.000    0.000    0.000    0.000 queues.py:65(__getstate__)
        4    0.000    0.000    0.000    0.000 queues.py:213(__getstate__)
        4    0.000    0.000    0.000    0.000 tifffile.py:4347(decorate)
        4    0.000    0.000    0.000    0.000 tifffile.py:4339(_replace_by)
        4    0.000    0.000    0.000    0.000 semaphore_tracker.py:54(getfd)
        4    0.000    0.000    0.000    0.000 spawn.py:35(_check_not_importing_main)
        4    0.000    0.000    0.000    0.000 spawn.py:69(<listcomp>)
        4    0.000    0.000    0.000    0.000 spawn.py:53(get_preparation_data)
        4    0.000    0.000    0.047    0.012 popen_loky_posix.py:47(__init__)
        4    0.001    0.000    0.047    0.012 popen_loky_posix.py:122(_launch)
        3    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        3    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        3    0.000    0.000    0.000    0.000 os.py:772(getenv)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        3    0.000    0.000    0.000    0.000 re.py:297(_compile_repl)
        3    0.000    0.000    0.000    0.000 sre_parse.py:945(parse_template)
        3    0.000    0.000    0.000    0.000 gettext.py:474(find)
        3    0.000    0.000    0.000    0.000 gettext.py:514(translation)
        3    0.000    0.000    0.000    0.000 gettext.py:585(dgettext)
        3    0.000    0.000    0.000    0.000 gettext.py:624(gettext)
        3    0.000    0.000    0.000    0.000 locale.py:350(_replace_encoding)
        3    0.000    0.000    0.000    0.000 argparse.py:885(__init__)
        3    0.000    0.000    0.000    0.000 argparse.py:908(__init__)
        3    0.000    0.000    0.000    0.000 argparse.py:1247(__init__)
        3    0.000    0.000    0.000    0.000 argparse.py:1505(_get_handler)
        3    0.000    0.000    0.000    0.000 argparse.py:1843(take_action)
        3    0.000    0.000    0.000    0.000 argparse.py:1864(consume_optional)
        3    0.000    0.000    0.000    0.000 argparse.py:1971(<listcomp>)
        3    0.000    0.000    0.000    0.000 argparse.py:2071(_match_argument)
        3    0.000    0.000    0.000    0.000 argparse.py:2212(_get_nargs_pattern)
        3    0.000    0.000    0.000    0.000 argparse.py:2345(_get_values)
        3    0.000    0.000    0.000    0.000 __init__.py:354(get_provider)
        3    0.000    0.000    0.000    0.000 tokenize.py:132(_all_string_prefixes)
        3    0.000    0.000    0.000    0.000 platform.py:1149(_sys_version)
        3    0.000    0.000    0.000    0.000 platform.py:1253(python_implementation)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        3    0.000    0.000    0.000    0.000 datetime.py:1517(__new__)
        3    0.000    0.000    0.000    0.000 datetime.py:2156(_create)
        3    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        3    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        3    0.000    0.000    0.000    0.000 dis.py:273(_get_const_info)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1567(resetCache)
        3    0.000    0.000    0.004    0.001 pyparsing.py:1608(parseString)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1877(__mul__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2376(__init__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3064(<genexpr>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3066(<genexpr>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3164(__init__)
        3    0.000    0.000    0.000    0.000 numerictypes.py:238(obj2sctype)
        3    0.000    0.000    0.000    0.000 numeric.py:3054(__init__)
        3    0.000    0.000    0.000    0.000 numeric.py:3058(__enter__)
        3    0.000    0.000    0.000    0.000 numeric.py:3063(__exit__)
        3    0.000    0.000    0.010    0.003 numeric.py:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:490(CFunctionType)
        3    0.000    0.000    0.000    0.000 __init__.py:489(PYFUNCTYPE)
        3    0.000    0.000    0.000    0.000 index_tricks.py:310(__init__)
        3    0.000    0.000    0.000    0.000 core.py:804(__init__)
        3    0.000    0.000    0.000    0.000 core.py:865(__init__)
        3    0.000    0.000    0.000    0.000 core.py:1361(getmask)
        3    0.000    0.000    0.000    0.000 {method 'rand' of 'mtrand.RandomState' objects}
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        3    0.000    0.000    0.000    0.000 __init__.py:1429(log)
        3    0.000    0.000    0.000    0.000 __init__.py:1600(getEffectiveLevel)
        3    0.000    0.000    0.000    0.000 utils.py:4(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:403(add_metaclass)
        3    0.000    0.000    0.000    0.000 __init__.py:43(private_class)
        3    0.000    0.000    0.000    0.000 __init__.py:36(__deprecate_private_class)
        3    0.000    0.000    0.000    0.000 six.py:866(wrapper)
        3    0.000    0.000    0.000    0.000 six.py:864(add_metaclass)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
        3    0.000    0.000    0.000    0.000 base.py:973(_add_arithmetic_ops)
        3    0.000    0.000    0.000    0.000 _decorators.py:194(decorate)
        3    0.000    0.000    0.000    0.000 _decorators.py:193(rewrite_axis_style_signature)
        3    0.000    0.000    0.000    0.000 _decorators.py:318(indent)
        3    0.000    0.000    0.000    0.000 base.py:5104(_add_numeric_methods_binary)
        3    0.000    0.000    0.000    0.000 concat.py:3(<module>)
        3    0.000    0.000    0.000    0.000 sparse.py:1653(_create_unary_method)
        3    0.000    0.000    0.000    0.000 generic.py:238(<dictcomp>)
        3    0.000    0.000    0.000    0.000 generic.py:241(<dictcomp>)
        3    0.000    0.000    0.000    0.000 generic.py:219(_setup_axes)
        3    0.000    0.000    0.003    0.001 generic.py:9977(_add_numeric_operations)
        3    0.000    0.000    0.014    0.005 api.py:1(<module>)
        3    0.000    0.000    0.000    0.000 datetimelike.py:480(_add_datetimelike_methods)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        3    0.000    0.000    0.000    0.000 series.py:84(_coerce_method)
        3    0.000    0.000    0.000    0.000 __init__.py:171(compare_versions)
        3    0.000    0.000    0.000    0.000 __init__.py:772(_get_data_path_cached)
        3    0.000    0.000    0.000    0.000 __init__.py:1485(__init__)
        3    0.000    0.000    0.000    0.000 glob.py:145(has_magic)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1567(addParseAction)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2215(__mul__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2434(suppress)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3673(<genexpr>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3675(<genexpr>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3774(__init__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:5162(__init__)
        3    0.000    0.000    0.000    0.000 base.py:19(_dispatch)
        3    0.000    0.000    0.000    0.000 excel.py:273(register_writer)
        3    0.000    0.000    0.000    0.000 pytables.py:1541(__init__)
        3    0.000    0.000    0.000    0.000 pytables.py:1565(set_name)
        3    0.000    0.000    0.000    0.000 pytables.py:1580(set_pos)
        3    0.000    0.000    0.000    0.000 expr.py:105(_compose2)
        3    0.000    0.000    0.001    0.000 expr.py:226(disallowed)
        3    0.000    0.000    0.000    0.000 expr.py:218(disallow)
        3    0.000    0.000    0.000    0.000 common.py:196(__init_subclass__)
        3    0.000    0.000    0.000    0.000 common.py:225(__getattr__)
        3    0.000    0.000    0.000    0.000 ops.py:279(<listcomp>)
        3    0.000    0.000    0.000    0.000 ops.py:278(inject_cum_methods)
        3    0.000    0.000    0.003    0.001 ops.py:321(inject_all_ops_and_reduce_methods)
        3    0.000    0.000    0.000    0.000 locks.py:145(__init__)
        3    0.000    0.000    0.000    0.000 locks.py:189(combine_locks)
        3    0.000    0.000    0.000    0.000 context.py:186(get_context)
        3    0.000    0.000    0.000    0.000 context.py:232(get_context)
        3    0.000    0.000    0.000    0.000 _version.py:70(<listcomp>)
        3    0.000    0.000    0.000    0.000 _cm.py:99(get_color_function)
        3    0.000    0.000    0.000    0.000 legend_handler.py:214(__init__)
        3    0.000    0.000    0.000    0.000 legend_handler.py:344(__init__)
        3    0.000    0.000    0.000    0.000 backend_bases.py:224(Show)
        3    0.000    0.000    0.000    0.000 backend_bases.py:212(export)
        3    0.000    0.000    0.000    0.000 graph.py:628(nodes)
        3    0.000    0.000    0.000    0.000 reportviews.py:167(__init__)
        3    0.000    0.000    0.000    0.000 reportviews.py:174(__iter__)
        3    0.000    0.000    0.000    0.000 blas.py:343(get_blas_funcs)
        3    0.000    0.000    0.000    0.000 <decorator-gen-1>:1(_held_figure)
        3    0.000    0.000    0.000    0.000 matchhelpers.py:20(copyfunc)
        3    0.000    0.000    0.000    0.000 _testing.py:24(__init__)
        3    0.000    0.000    0.000    0.000 doccer.py:135(_doc)
        3    0.000    0.000    0.000    0.000 doccer.py:128(extend_notes_in_docstring)
        3    0.000    0.000    0.000    0.000 connection.py:506(Pipe)
        3    0.000    0.000    0.000    0.000 __init__.py:21(<listcomp>)
        3    0.000    0.000    0.000    0.000 __init__.py:20(_separator)
        3    0.000    0.000    0.000    0.000 manage_plugins.py:77(<genexpr>)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        2    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        2    0.000    0.000    0.000    0.000 {built-in method posix.cpu_count}
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        2    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
        2    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        2    0.000    0.000    0.000    0.000 os.py:684(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:690(__delitem__)
        2    0.000    0.000    0.000    0.000 os.py:1079(__subclasshook__)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:252(__subclasshook__)
        2    0.000    0.000    0.000    0.000 reprlib.py:38(__init__)
        2    0.000    0.000    0.000    0.000 functools.py:189(<setcomp>)
        2    0.000    0.000    0.000    0.000 functools.py:186(total_ordering)
        2    0.000    0.000    0.000    0.000 weakref.py:408(__setitem__)
        2    0.000    0.000    0.000    0.000 enum.py:566(_generate_next_value_)
        2    0.000    0.000    0.000    0.000 enum.py:610(__hash__)
        2    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        2    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
        2    0.000    0.000    0.000    0.000 sre_parse.py:954(addgroup)
        2    0.000    0.000    0.000    0.000 textwrap.py:356(fill)
        2    0.000    0.000    0.000    0.000 textwrap.py:381(fill)
        2    0.000    0.000    0.000    0.000 locale.py:467(_parse_localename)
        2    0.000    0.000    0.000    0.000 locale.py:575(getlocale)
        2    0.000    0.000    0.000    0.000 argparse.py:902(__call__)
        2    0.000    0.000    0.000    0.000 threading.py:499(__init__)
        2    0.000    0.000    0.000    0.000 threading.py:507(is_set)
        2    0.000    0.000    0.000    0.000 threading.py:763(__init__)
        2    0.000    0.000    0.000    0.000 threading.py:1116(daemon)
        2    0.000    0.000    0.000    0.000 __init__.py:2004(find_nothing)
        2    0.000    0.000    0.000    0.000 __init__.py:2678(version)
